,name,latitude,longitude,capacity,rackType,organisation,isSheltered,qr
12807,SEMBAWANG CLOSE BLOCK 333_YB,1.447019,103.816293,12,YELLOWBOX,,N,SBW-0043
12808,BUS STOP 75071,1.3489,103.936621,10,YELLOWBOX,,N,TPN-06B6
12809,821602-5,1.403534,103.906928,12,RACKS,HDB,Y,PGL-01D9
12810,520117-2,1.344405,103.951139,8,RACKS,HDB,Y,TPN-00AC
12811,760356-2,1.425096,103.845262,14,RACKS,HDB,Y,YSH-02F3
12812,BUS STOP 75269,1.359045,103.938137,10,YELLOWBOX,,N,TPN-06C1
12813,761508-1,1.414819,103.839455,8,RACKS,HDB,Y,YSH-0500
12814,KHATIB MRT D2,1.418138,103.833343,46,RACKS,MRT,N,YSH-0195
12815,PUNGGOL ROAD BLOCK 612B_2,1.404959,103.908352,6,RACKS,HDB,Y,PGL-0033
12816,510703-1,1.380464,103.93733,5,RACKS,HDB,Y,PSR-030A
12817,140154-1,1.293576,103.803946,3,RACKS,HDB,N,QST-004C
12818,KALLANG MRT B1,1.311576,103.871256,42,RACKS,MRT,N,KLG-006F
12819,670655-1,1.387453,103.764394,4,RACKS,HDB,Y,BPJ-0004
12820,510513-4,1.375171,103.943412,10,RACKS,HDB,Y,PSR-0251
12821,521161-2,1.350034,103.946487,9,RACKS,HDB,Y,TPN-047C
12822,521952_1,1.343433,103.935567,14,RACKS,HDB,Y,TPN-07E5
12823,JALAN BESAR MRT A1,1.304812,103.85535,72,RACKS,MRT,N,RCH-000B
12824,POTONG PASIR AVENUE 1 BLOCK 102_A_YB,1.333739,103.868776,25,YELLOWBOX,,Y,TPY-0070
12825,730704-2,1.440306,103.795964,5,RACKS,HDB,Y,WLS-03A1
12826,752102_5,1.451204,103.831396,8,RACKS,HDB,Y,SBW-028A
12827,526491-3,1.363096,103.954951,6,RACKS,HDB,Y,TPN-05AD
12828,730522-1,1.433737,103.793805,10,RACKS,HDB,Y,WLS-0321
12829,523498-1,1.361494,103.958857,5,RACKS,HDB,Y,TPN-0558
12830,522879-1,1.351531,103.92902,14,RACKS,HDB,Y,TPN-053D
12831,CHOA CHU KANG STREET 64 BLOCK 639_YB,1.397852,103.748743,10,YELLOWBOX,,Y,CCK-0049
12832,520741-1,1.360002,103.933221,4,RACKS,HDB,Y,TPN-031B
12833,522496-2,1.361866,103.950768,8,RACKS,HDB,Y,TPN-051B
12834,672549-1,1.389934,103.767902,8,RACKS,HDB,Y,BPJ-026A
12835,360002-1,1.334052,103.879295,6,RACKS,HDB,Y,TPY-0279
12836,340106A-1,1.333915,103.871138,14,RACKS,HDB,Y,TPY-02D1
12837,590010-2,1.337376,103.772986,7,RACKS,HDB,Y,BKT-0069
12838,540109-2,1.383415,103.899627,6,RACKS,HDB,Y,SKG-0082
12839,823678-3,1.406285,103.909362,14,RACKS,HDB,Y,PGL-043B
12840,120419-2,1.310199,103.769504,4,RACKS,HDB,N,CMT-00D2
12841,WELLINGTON CIRCLE BLOCK 513_YB,1.45424,103.820272,20,YELLOWBOX,,Y,SBW-002A
12842,610157-1,1.328306,103.721798,12,RACKS,HDB,Y,JRW-00BD
12843,822684-2,1.403331,103.915341,3,RACKS,HDB,Y,PGL-0367
12844,730205_4,1.445069,103.774023,8,RACKS,HDB,Y,WLS-0067
12845,762722-2,1.42566,103.829371,10,RACKS,HDB,Y,YSH-064D
12846,650349-1,1.362076,103.749325,8,RACKS,HDB,Y,BKB-0123
12847,680753-1,1.392391,103.747014,5,RACKS,HDB,Y,CCK-0270
12848,LAKE VIEW ESTATE,1.348808,103.835285,13,YELLOWBOX,,N,BIS-0056
12849,510503-2,1.376061,103.94547,8,RACKS,HDB,Y,PSR-023B
12850,460096-4,1.333204,103.940368,8,RACKS,HDB,Y,BDK-0259
12851,BUS STOP 28351,1.343668,103.730918,10,YELLOWBOX,,N,JRE-029A
12852,440051-6,1.30626,103.91654,7,RACKS,HDB,Y,MRP-00D0
12853,461001-1,1.32795,103.922312,12,RACKS,HDB,Y,BDK-040F
12854,641677-2,1.345644,103.704965,4,RACKS,HDB,Y,JRW-03EE
12855,510612-1,1.374558,103.942101,18,RACKS,HDB,Y,PSR-02DF
12856,TOH YI DRIVE BLOCK 16_YB,1.339427,103.772336,16,YELLOWBOX,,Y,BKT-002E
12857,ANG MO KIO AVENUE 10 BLOCK 565_YB,1.36982,103.858562,18,YELLOWBOX,,Y,AMK-00BF
12858,200807-1,1.30939,103.861465,3,RACKS,HDB,Y,KLG-00A7
12859,510623-1,1.377921,103.942404,14,RACKS,HDB,Y,PSR-02E9
12860,ANG MO KIO AVENUE 5 BLOCK 602_YB,1.380927,103.83568,10,YELLOWBOX,,Y,AMK-03DC
12861,ANG MO KIO AVENUE 10 BLOCK 527_YB,1.372393,103.854278,10,YELLOWBOX,,N,AMK-03B4
12862,640474-2,1.34807,103.724042,5,RACKS,HDB,Y,JRW-01F5
12863,520167A-3,1.343564,103.959213,3,RACKS,HDB,Y,TPN-0490
12864,EUNOS CRESCENT BLOCK 31_YB,1.320495,103.901978,10,YELLOWBOX,,Y,GYL-0252
12865,560177-1,1.375975,103.837702,8,RACKS,HDB,Y,AMK-0121
12866,760140-2,1.431213,103.830555,5,RACKS,HDB,Y,YSH-01E3
12867,640480-2,1.347001,103.723615,5,RACKS,HDB,Y,JRW-01FF
12868,342102-3,1.336175,103.87186,12,RACKS,HDB,Y,TPY-02F2
12869,YISHUN AVENUE 1 BLOCK 424A_YB,1.423164,103.847828,10,YELLOWBOX,,Y,YSH-04E4
12870,650258-1,1.351318,103.759073,5,RACKS,HDB,Y,BKB-00E5
12871,510454-2,1.371974,103.95804,6,RACKS,HDB,Y,PSR-01E3
12872,520325-1,1.352376,103.959044,6,RACKS,HDB,Y,TPN-01EB
12873,460529-4,1.334276,103.926528,6,RACKS,HDB,Y,BDK-03D3
12874,SEMBAWANG ROAD BLOCK 115_YB,1.434535,103.827608,12,YELLOWBOX,,Y,YSH-006C
12875,613138-1,1.328355,103.723925,4,RACKS,HDB,Y,JRW-0148
12876,643678-7,1.344683,103.703698,6,RACKS,HDB,Y,JRW-056C
12877,TAMPINES MRT C3,1.35276,103.945407,36,RACKS,MRT,N,TPN-007F
12878,792467-4,1.39808,103.877872,16,RACKS,HDB,Y,SKG-0593
12879,520841-1,1.351472,103.934856,8,RACKS,HDB,Y,TPN-0364
12880,760269-2,1.437462,103.840704,12,RACKS,HDB,Y,YSH-0270
12881,530165-1,1.350592,103.888073,4,RACKS,HDB,Y,HOG-0143
12882,542309-1,1.391457,103.885797,6,RACKS,HDB,Y,SKG-02FF
12883,464094-2,1.333309,103.941004,4,RACKS,HDB,Y,BDK-0484
12884,760175-1,1.437591,103.832623,9,RACKS,HDB,Y,YSH-020F
12885,390052-4,1.310275,103.885353,20,RACKS,HDB,Y,GYL-01F6
12886,120103-1,1.322659,103.7689,5,RACKS,HDB,Y,CMT-0068
12887,680157-2,1.379428,103.757033,7,RACKS,HDB,Y,CCK-0371
12888,680704-1,1.390898,103.745622,10,RACKS,HDB,Y,CCK-026A
12889,760323-2,1.428251,103.841531,5,RACKS,HDB,Y,YSH-02BA
12890,680545-2,1.393356,103.743809,10,RACKS,HDB,Y,
12891,641663-2,1.338502,103.701495,8,RACKS,HDB,Y,JRW-0444
12892,510419-1,1.371338,103.954655,10,RACKS,HDB,Y,PSR-01AF
12893,320015-2,1.324488,103.862009,10,RACKS,HDB,Y,KLG-0100
12894,380106-1,1.319034,103.882528,9,RACKS,HDB,Y,GYL-019C
12895,CANBERRA STREET BLOCK 129_YB,1.444298,103.832876,7,YELLOWBOX,,Y,SBW-008F
12896,YISHUN AVENUE 6 BLOCK 283_B_YB,1.43958,103.839385,10,YELLOWBOX,,Y,YSH-0280
12897,521488-2,1.360375,103.957022,5,RACKS,HDB,Y,TPN-04A0
12898,822161-2,1.395657,103.915407,4,RACKS,HDB,Y,PGL-0273
12899,YISHUN PARK (BLOCK 2),1.424211,103.843918,5,RACKS,NPARKS,N,
12900,560406-6,1.361986,103.853828,6,RACKS,HDB,Y,AMK-01DC
12901,541210-3,1.385041,103.900142,4,RACKS,HDB,Y,SKG-00B0
12902,521111-3,1.346946,103.947349,16,RACKS,HDB,Y,TPN-0442
12903,TAMPINES STREET 11 BLOCK 139_1,1.346297,103.94504,5,RACKS,HDB,N,TPN-0704
12904,HARBOURFRONT WALK,1.265506,103.820381,10,YELLOWBOX,,N,
12905,644271-2,1.349974,103.704873,8,RACKS,HDB,Y,JRW-04E1
12906,CANBERRA STREET BLOCK 121A_YB,1.447612,103.83349,10,YELLOWBOX,,Y,SBW-0176
12907,562651-1,1.383416,103.84186,18,RACKS,HDB,Y,AMK-0455
12908,BUS STOP 40179,1.311292,103.836782,13,YELLOWBOX,,N,NET-0001
12909,JURONG WEST AVENUE 1 BLOCK 498_YB,1.348615,103.724573,10,YELLOWBOX,,N,JRW-0016
12910,400016-2,1.322961,103.904226,5,RACKS,HDB,Y,GYL-0238
12911,310218-1,1.342672,103.855082,5,RACKS,HDB,Y,TPY-005A
12912,EUNOS MRT YB_2,1.319937,103.902621,6,YELLOWBOX,,N,GYL-030A
12913,510641-2,1.376314,103.939701,14,RACKS,HDB,Y,PSR-0041
12914,BUS STOP 46691,1.438184,103.795867,10,YELLOWBOX,,N,WLS-0536
12915,520270-2,1.349961,103.948912,10,RACKS,HDB,Y,TPN-01A0
12916,760255-1,1.434366,103.840767,8,RACKS,HDB,Y,YSH-0140
12917,260008-1,1.316712,103.805644,5,RACKS,HDB,N,BKT-0057
12918,162006-1,1.287725,103.837694,10,RACKS,HDB,N,OUT-0039
12919,HOUGANG AVENUE 8 BLOCK 677_YB,1.371227,103.884178,10,YELLOWBOX,,Y,HOG-02E4
12920,680003-1,1.382448,103.752727,9,RACKS,HDB,Y,CCK-011B
12921,560258-1,1.370175,103.836385,5,RACKS,HDB,Y,AMK-0410
12922,520208-1,1.351322,103.953247,8,RACKS,HDB,Y,TPN-00EB
12923,JALAN BUKIT MERAH BLOCK 137_B_YB,1.278058,103.827145,16,YELLOWBOX,,Y,BKM-020F
12924,760101-2,1.430432,103.827829,15,RACKS,HDB,N,YSH-01A4
12925,CRAIG ROAD BLOCK 8_YB,1.277341,103.842804,9,YELLOWBOX,,N,OUT-000A
12926,528498-2,1.3626,103.957368,18,RACKS,HDB,Y,TPN-05E1
12927,342114-1,1.335225,103.872369,12,RACKS,HDB,Y,TPY-0312
12928,SIN MING AVENUE BLOCK 451_YB,1.358736,103.829928,16,YELLOWBOX,,Y,BIS-003A
12929,100054-2,1.273559,103.812079,5,RACKS,HDB,Y,BKM-0126
12930,520407-3,1.358206,103.945193,10,RACKS,HDB,Y,TPN-024B
12931,JURONG EAST AVENUE 1 BLOCK 339_YB,1.349504,103.731609,10,YELLOWBOX,,Y,JRE-02E5
12932,794453-1,1.393464,103.875538,7,RACKS,HDB,Y,SKG-007A
12933,510125-2,1.366142,103.954207,11,RACKS,HDB,Y,PSR-009E
12934,542212-2,1.386321,103.900706,3,RACKS,HDB,Y,SKG-0288
12935,JURONG WEST STREET 42 BLOCK 559_YB,1.354317,103.718168,9,YELLOWBOX,,Y,JRW-005E
12936,390034-1,1.30931,103.884764,10,RACKS,HDB,N,GYL-01DE
12937,YISHUN RING ROAD BLOCK 458_YB,1.420744,103.846392,18,YELLOWBOX,,Y,YSH-005C
12938,821233-3,1.401674,103.890312,12,RACKS,HDB,Y,PGL-0199
12939,560441-1,1.366112,103.854024,8,RACKS,HDB,Y,AMK-021E
12940,BUS STOP 62141,1.351425,103.875099,16,YELLOWBOX,,N,SRG-0005
12941,760101-1,1.431073,103.82695,7,RACKS,HDB,N,YSH-0064
12942,510714-3,1.382587,103.937705,10,RACKS,HDB,Y,PSR-0314
12943,760741-2,1.429763,103.83186,10,RACKS,HDB,Y,
12944,791452-4,1.393674,103.874654,6,RACKS,HDB,Y,SKG-04FD
12945,152120-1,1.282813,103.822706,5,RACKS,HDB,Y,BKM-01CC
12946,520231-4,1.343564,103.956885,8,RACKS,HDB,Y,TPN-0132
12947,640510-1,1.348382,103.719523,4,RACKS,HDB,Y,JRW-0052
12948,760647-1,1.42256,103.837426,8,RACKS,HDB,Y,YSH-03BF
12949,310204-6,1.341504,103.848811,4,RACKS,HDB,Y,TPY-019A
12950,27006-02,1.312369,103.788731,6,RACKS,HDB,Y,QST-0163
12951,370062-2,1.326214,103.887324,2,RACKS,HDB,Y,GYL-0134
12952,642666-1,1.339573,103.701854,16,RACKS,HDB,Y,JRW-0449
12953,RIVERVALE DRIVE BLOCK 122D_YB,1.387354,103.905927,11,YELLOWBOX,,Y,SKG-042A
12954,640631-2,1.343505,103.699988,4,RACKS,HDB,Y,JRW-028D
12955,570305-1,1.350124,103.83904,3,RACKS,HDB,Y,BIS-0190
12956,521367-1,1.357674,103.959893,9,RACKS,HDB,Y,TPN-0496
12957,521889-1,1.349542,103.931131,10,RACKS,HDB,Y,TPN-04E6
12958,470131-2,1.333134,103.911626,8,RACKS,HDB,Y,BDK-04A4
12959,730316-1,1.431474,103.776583,7,RACKS,HDB,Y,WLS-02BD
12960,542321-4,1.391136,103.892035,9,RACKS,HDB,Y,SKG-0317
12961,510121-5,1.36678,103.954749,8,RACKS,HDB,Y,PSR-0092
12962,BUS STOP 59359,1.428265,103.840777,10,YELLOWBOX,,N,YSH-0645
12963,MARINE DRIVE BLOCK 61_YB,1.302883,103.908503,6,YELLOWBOX,,Y,MRP-001E
12964,200641-1,1.308141,103.855067,8,RACKS,HDB,Y,RCH-002E
12965,BUS STOP 85061,1.331459,103.947382,10,YELLOWBOX,,N,BDK-001D
12966,670222-2,1.375231,103.774132,14,RACKS,HDB,Y,BPJ-028E
12967,762672-2,1.418389,103.841867,8,RACKS,HDB,Y,YSH-055A
12968,560180-1,1.37678,103.838116,6,RACKS,HDB,N,AMK-0059
12969,WOODLANDS STREET 31 BLOCK 310_YB,1.430097,103.776072,16,YELLOWBOX,,Y,WLS-02B9
12970,311079-1,1.33449,103.847504,2,RACKS,HDB,Y,TPY-01F5
12971,BUS STOP 92109,1.303587,103.901547,10,YELLOWBOX,,N,MRP-011D
12972,510425-1,1.369555,103.954627,4,RACKS,HDB,Y,PSR-01C1
12973,BUS STOP 28671,1.337555,103.75251,10,YELLOWBOX,,N,CMT-0172
12974,760452-1,1.422032,103.84514,32,RACKS,HDB,Y,YSH-0363
12975,561308-3,1.365472,103.843923,3,RACKS,HDB,Y,AMK-0324
12976,692228_1,1.36081,103.734307,6,RACKS,HDB,Y,TEG-003B
12977,ANG MO KIO AVENUE 5 BLOCK 521_YB,1.373665,103.851484,13,YELLOWBOX,,Y,AMK-007B
12978,670525-4,1.383936,103.767166,12,RACKS,HDB,Y,BPJ-020A
12979,544262-3,1.394224,103.894823,2,RACKS,HDB,Y,SKG-0453
12980,600023-2,1.322945,103.739052,4,RACKS,HDB,Y,JRE-007F
12981,530357-1,1.372802,103.899751,10,RACKS,HDB,Y,HOG-00A7
12982,BUS STOP 25259,1.34422,103.640627,10,YELLOWBOX,,N,TUS-005A
12983,380019-4,1.315692,103.874107,5,RACKS,HDB,Y,KLG-01E6
12984,521108-1,1.347873,103.948389,7,RACKS,HDB,Y,TPN-0439
12985,161120-1,1.283348,103.827838,4,RACKS,HDB,Y,BKM-0046
12986,640543-2,1.351875,103.715485,6,RACKS,HDB,Y,JRW-0056
12987,530167-1,1.352092,103.888496,4,RACKS,HDB,Y,HOG-0147
12988,BUS STOP 10018,1.279025,103.838655,10,YELLOWBOX,,N,BKM-02D7
12989,TAMPINES STREET 42 BLOCK 446_YB,1.357986,103.9509,6,YELLOWBOX,,Y,TPN-028D
12990,BUS STOP 24401,1.300343,103.663502,10,YELLOWBOX,,N,PIO-0042
12991,522230-1,1.356266,103.94995,4,RACKS,HDB,Y,TPN-04FE
12992,WOODLANDS STREET 31 BLOCK 317_YB,1.431837,103.776335,16,YELLOWBOX,,Y,WLS-02BE
12993,CANBERRA ROAD BLOCK 306_YB,1.446221,103.822313,9,YELLOWBOX,,Y,SBW-0098
12994,BUS STOP 23409,1.303513,103.689311,10,YELLOWBOX,,N,BLY-0021
12995,560118-4,1.373539,103.835169,18,RACKS,HDB,Y,AMK-00EF
12996,792440-1,1.393485,103.878342,3,RACKS,HDB,Y,SKG-057D
12997,101070-1,1.276371,103.811056,5,RACKS,HDB,Y,BKM-0149
12998,650372-1,1.358998,103.750663,10,RACKS,HDB,N,BKB-0135
12999,BUS STOP 54109,1.357304,103.854213,10,YELLOWBOX,,N,BIS-01E9
13000,370029-1,1.329984,103.887102,7,RACKS,HDB,Y,GYL-00FD
13001,360020-1,1.334231,103.881546,6,RACKS,HDB,Y,TPY-0292
13002,120507-1,1.31214,103.76053,10,RACKS,HDB,Y,CMT-00F6
13003,680531-1,1.392853,103.74156,5,RACKS,HDB,Y,CCK-0015
13004,821656-4,1.399624,103.921053,10,RACKS,HDB,Y,PGL-0529
13005,BUS STOP 77249,1.376119,103.939653,10,YELLOWBOX,,N,PSR-0041
13006,560432-1,1.368325,103.853373,11,RACKS,HDB,Y,AMK-020D
13007,791430-2,1.39382,103.878711,9,RACKS,HDB,Y,SKG-04C2
13008,640696-1,1.342186,103.707791,6,RACKS,HDB,Y,JRW-02A6
13009,KEAT HONG CLOSE BLOCK 805D_YB,1.372489,103.744898,13,YELLOWBOX,,Y,CCK-0103
13010,521110-3,1.346951,103.948914,6,RACKS,HDB,Y,TPN-076F
13011,540197-1,1.392635,103.903533,11,RACKS,HDB,Y,SKG-0137
13012,CANBERRA WALK BLOCK 115A_YB,1.446612,103.829175,19,YELLOWBOX,,Y,SBW-0171
13013,644183-3,1.349101,103.709093,4,RACKS,HDB,Y,JRW-04DC
13014,BEDOK NORTH STREET 1 BLOCK 204_YB,1.325908,103.930099,10,YELLOWBOX,,N,BDK-0076
13015,750316-1,1.446622,103.820954,10,RACKS,HDB,Y,SBW-00F3
13016,550506-1,1.372699,103.876256,5,RACKS,HDB,Y,SRG-0159
13017,CANBERRA ROAD BLOCK 422_YB,1.453453,103.818501,16,YELLOWBOX,,Y,SBW-005F
13018,640524-1,1.3472,103.717415,3,RACKS,HDB,Y,JRW-0237
13019,823168-1,1.393975,103.913705,5,RACKS,HDB,Y,PGL-038A
13020,732679-1,1.440343,103.801839,12,RACKS,HDB,Y,WLS-0526
13021,470769-4,1.335818,103.937974,5,RACKS,HDB,Y,BDK-0556
13022,510458-3,1.371411,103.959715,8,RACKS,HDB,Y,PSR-01EE
13023,760210-1,1.431582,103.838903,18,RACKS,HDB,Y,YSH-021E
13024,WOODLANDS DRIVE 50 BLOCK 887A_YB,1.437286,103.793963,16,YELLOWBOX,,Y,WLS-0499
13025,560470-3,1.364073,103.856489,14,RACKS,HDB,Y,AMK-024C
13026,651437A-2,1.358149,103.739001,12,RACKS,HDB,Y,BKB-02AE
13027,510647-1,1.378354,103.939013,8,RACKS,HDB,Y,
13028,120602-3,1.305174,103.766185,10,RACKS,HDB,Y,CMT-011E
13029,310244-6,1.331035,103.856384,8,RACKS,HDB,Y,
13030,BUS STOP 55109,1.390491,103.859839,10,YELLOWBOX,,N,SRG-01F2
13031,640611-1,1.338947,103.700893,6,RACKS,HDB,Y,JRW-0276
13032,CRESCENT ROAD,1.309021,103.892708,3,RACKS,NPARKS,N,MRP-0056
13033,HOUGANG STREET 21 BLOCK 237_YB,1.356562,103.88889,16,YELLOWBOX,,Y,HOG-00C8
13034,820184-1,1.398449,103.910169,6,RACKS,HDB,Y,PGL-00D3
13035,824201-1,1.39967,103.903413,3,RACKS,HDB,Y,PGL-0471
13036,522631-1,1.362861,103.942668,16,RACKS,HDB,Y,TPN-07C0
13037,680705-2,1.390359,103.746008,14,RACKS,HDB,Y,
13038,600260-3,1.34375,103.740339,3,RACKS,HDB,Y,JRE-0167
13039,530539-1,1.377474,103.89061,5,RACKS,HDB,Y,HOG-023D
13040,763342-2,1.429937,103.843995,7,RACKS,HDB,Y,YSH-015C
13041,521160-2,1.350697,103.945025,8,RACKS,HDB,Y,TPN-047B
13042,670135-1,1.373955,103.768567,11,RACKS,HDB,Y,BPJ-0175
13043,510198-2,1.366863,103.960387,24,RACKS,HDB,Y,PSR-00FA
13044,600277-2,1.341361,103.746757,3,RACKS,HDB,Y,JRE-01B0
13045,521641_2,1.366236,103.943916,14,RACKS,HDB,Y,TPN-07F5
13046,600111-2,1.338863,103.73552,3,RACKS,HDB,Y,JRE-00EF
13047,641669-1,1.34286,103.703298,8,RACKS,HDB,Y,JRW-0522
13048,822670-3,1.405237,103.913449,6,RACKS,HDB,Y,PGL-053B
13049,460539-2,1.331963,103.925601,18,RACKS,HDB,N,
13050,542329-2,1.395745,103.889282,7,RACKS,HDB,Y,SKG-032E
13051,310107-2,1.341112,103.847322,3,RACKS,HDB,N,TPY-011E
13052,320106-3,1.328753,103.844954,8,RACKS,HDB,Y,NOV-007C
13053,520234-1,1.355925,103.948272,10,RACKS,HDB,Y,TPN-0141
13054,570123-1,1.346529,103.850462,12,RACKS,HDB,Y,
13055,CHOA CHU KANG CRESCENT BLOCK 676A_YB,1.401952,103.746666,16,YELLOWBOX,,Y,CCK-0064
13056,120518-2,1.308301,103.758776,9,RACKS,HDB,Y,CMT-0111
13057,530222-2,1.356492,103.884146,5,RACKS,HDB,Y,HOG-0153
13058,681670-1,1.402711,103.747565,2,RACKS,HDB,Y,CCK-0058
13059,BUS STOP 11361,1.306444,103.79052,10,YELLOWBOX,,N,QST-0009
13060,BUS STOP 46341,1.4317,103.786203,10,YELLOWBOX,,N,WLS-000B
13061,540244-1,1.393341,103.898942,2,RACKS,HDB,Y,SKG-0153
13062,521604-1,1.361283,103.935157,10,RACKS,HDB,Y,TPN-074E
13063,760351-1,1.426444,103.844327,5,RACKS,HDB,Y,YSH-02E8
13064,520140-3,1.347661,103.943293,12,RACKS,HDB,Y,TPN-044F
13065,BUS STOP 65141,1.404818,103.897286,10,YELLOWBOX,,N,PGL-04C7
13066,530351-1,1.371741,103.899165,10,RACKS,HDB,Y,HOG-019D
13067,560466-3,1.365906,103.856773,10,RACKS,HDB,Y,AMK-0242
13068,PINE CLOSE BLOCK 7_YB,1.307775,103.882333,6,YELLOWBOX,,Y,GYL-0079
13069,BUANGKOK MRT YB_1,1.383599,103.892901,10,YELLOWBOX,,N,SKG-060F
13070,570250-4,1.361408,103.844322,6,RACKS,HDB,Y,BIS-0139
13071,733682-1,1.440751,103.804276,10,RACKS,HDB,Y,WLS-01F1
13072,600056-2,1.322306,103.737699,13,RACKS,HDB,Y,JRE-00D2
13073,600336_2,1.350692,103.731174,16,RACKS,HDB,Y,JRE-02E3
13074,DAIRY FARM CRESCENT,1.364168,103.768276,10,YELLOWBOX,,N,BPJ-0157
13075,823661_4,1.401988,103.917566,26,RACKS,HDB,Y,PGL-04AF
13076,LORONG AH SOO BLOCK 129_YB,1.351973,103.887425,16,YELLOWBOX,,N,HOG-00C0
13077,821101-2,1.397894,103.905992,10,RACKS,HDB,Y,PGL-0116
13078,380015-1,1.315808,103.8711,5,RACKS,HDB,Y,KLG-002D
13079,310011-2,1.337136,103.858722,5,RACKS,HDB,Y,TPY-0098
13080,BUS STOP 53259,1.346968,103.85207,10,YELLOWBOX,,N,BIS-0207
13081,540125-1,1.388972,103.902727,4,RACKS,HDB,Y,SKG-0091
13082,760111-3,1.433268,103.828616,6,RACKS,HDB,N,YSH-0621
13083,792414-3,1.390132,103.879715,6,RACKS,HDB,Y,SKG-0545
13084,822169-3,1.393112,103.914012,5,RACKS,HDB,Y,PGL-0283
13085,760201-1,1.430648,103.837979,4,RACKS,HDB,Y,YSH-0210
13086,550228-2,1.356356,103.87011,6,RACKS,HDB,Y,SRG-00FF
13087,PUNGGOL ROAD BLOCK 612B_3,1.404916,103.908372,5,RACKS,HDB,Y,PGL-0305
13088,822101-1,1.397774,103.906132,6,RACKS,HDB,Y,PGL-024D
13089,523874-4,1.353857,103.930754,8,RACKS,HDB,Y,TPN-0763
13090,730551-1,1.433162,103.795263,5,RACKS,HDB,Y,WLS-033A
13091,730010_2,1.440719,103.777414,10,RACKS,HDB,Y,WLS-0019
13092,670183-2,1.380108,103.7631,3,RACKS,HDB,Y,BPJ-019E
13093,520486-3,1.359844,103.957058,11,RACKS,HDB,Y,TPN-02B8
13094,570227-4,1.358307,103.846925,6,RACKS,HDB,Y,BIS-011D
13095,LAKESIDE MRT YB_1,1.344118,103.720161,33,YELLOWBOX,,N,JRW-0096
13096,510136-1,1.364971,103.957908,6,RACKS,HDB,Y,PSR-00AF
13097,570261_4,1.359229,103.843613,8,RACKS,HDB,Y,BIS-0213
13098,643273-1,1.351763,103.7041,18,RACKS,HDB,Y,JRW-0496
13099,643679-1,1.344266,103.70645,3,RACKS,HDB,Y,JRW-001B
13100,BISHAN ANG MO KIO PARK (MCDONALDS)_YB,1.361041,103.846429,16,YELLOWBOX,,N,BIS-0042
13101,BUS STOP 84209,1.337,103.933336,13,YELLOWBOX,,N,BDK-0002
13102,ANG MO KIO AVENUE 10 BLOCK 445_YB,1.366971,103.855597,13,YELLOWBOX,,Y,AMK-0073
13103,470762-1,1.336375,103.934373,4,RACKS,HDB,Y,BDK-0536
13104,530952-3,1.375705,103.87742,6,RACKS,HDB,Y,
13105,520424-2,1.357678,103.948178,4,RACKS,HDB,Y,TPN-026B
13106,460082-1,1.329577,103.940486,5,RACKS,HDB,Y,BDK-0232
13107,BUS STOP 46689,1.435806,103.795994,10,YELLOWBOX,,N,WLS-0532
13108,762724-1,1.426499,103.830239,6,RACKS,HDB,Y,YSH-064C
13109,440052-1,1.305809,103.916663,3,RACKS,HDB,Y,MRP-00D2
13110,141086-3,1.295656,103.810582,18,RACKS,HDB,Y,QST-0068
13111,541171_1,1.386822,103.910053,36,RACKS,HDB,Y,SKG-06B8
13112,380109-1,1.319412,103.884726,5,RACKS,HDB,Y,GYL-01A4
13113,654461_1,1.35486,103.74011,6,RACKS,HDB,Y,BKB-029F
13114,310202-1,1.341295,103.849565,2,RACKS,HDB,Y,TPY-0193
13115,100065-1,1.274078,103.810518,6,RACKS,HDB,Y,BKM-013A
13116,WOODLANDS DRIVE 73 BLOCK 686B_YB,1.442637,103.806569,18,YELLOWBOX,,Y,WLS-01FE
13117,760634-1,1.418852,103.83888,7,RACKS,HDB,Y,YSH-03A6
13118,680006-1,1.381634,103.754027,8,RACKS,HDB,Y,CCK-011E
13119,650172-3,1.345709,103.740442,16,RACKS,HDB,Y,BKB-0097
13120,460041-1,1.321028,103.940675,3,RACKS,HDB,Y,BDK-01CA
13121,460411-3,1.328315,103.931781,8,RACKS,HDB,Y,BDK-033B
13122,730818_3,1.441676,103.790439,10,RACKS,HDB,Y,WLS-0434
13123,JALAN BUKIT MERAH BLOCK 132_YB,1.279245,103.828259,16,YELLOWBOX,,N,BKM-006D
13124,SERANGOON AVENUE 2 BLOCK 303_YB,1.353553,103.867084,6,YELLOWBOX,,Y,SRG-0036
13125,520301-1,1.353532,103.955533,10,RACKS,HDB,Y,TPN-01CD
13126,793471-6,1.395807,103.881727,14,RACKS,HDB,Y,SKG-05F3
13127,460209-14,1.324768,103.931497,10,RACKS,HDB,N,BDK-0308
13128,570443-2,1.359,103.832789,5,RACKS,HDB,Y,BIS-01BB
13129,310213-1,1.341012,103.854764,7,RACKS,HDB,Y,TPY-01B1
13130,YISHUN AVENUE 7 BLOCK 118_YB,1.435816,103.828244,13,YELLOWBOX,,Y,YSH-006F
13131,310221-2,1.342745,103.856988,10,YELLOWBOX,,Y,TPY-031E
13132,680474-3,1.378494,103.738395,5,RACKS,HDB,Y,CCK-01DC
13133,680434-1,1.384497,103.741259,7,RACKS,HDB,Y,CCK-00CB
13134,510482-2,1.373847,103.959246,5,RACKS,HDB,Y,PSR-0226
